question_id,original_question_text,combined_query,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column
Q255,Does the company meet priority sector lending requirements as per RBI,Does the company meet priority sector lending requirements as per RBI Profit Loss For The Period As Per Ind As,Energy Intensity Per Rupee Of Turnover,12.2161,Net Worth,13.9894,Energy Intensity Per Rupee Of Turnover,12.2161,Remarks For Assurance Of Whether The Premise Or Office Of The Entity Accessible To Differently Abled Visitors As Per The Requirements Of The Rights Of Persons With Disabilities Act2016,12.1962,Low Confidence,Energy Intensity Per Rupee Of Turnover
Q256,"Does the entity have a plan to lend to MSME? If yes, provide details","Does the entity have a plan to lend to MSME? If yes, provide details Description Of Risks To Which Plan Exposes Entity",Assurer Has Assured Whether The Entity Have ABusiness Continuity And Disaster Management Plan,17.5182,Does The Entity Have ABusiness Continuity And Disaster Management Plan,22.8153,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,18.4604,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,17.9584,High Confidence,Assurer Has Assured Whether The Entity Have ABusiness Continuity And Disaster Management Plan
Q257,Does the company have a policy or commitment on financial inclusion,Does the company have a policy or commitment on financial inclusion Number Of Employees In The Company At The End Of The Financial Year,Average Number Of Female Employees Or Workers At The Beginning Of The Year And As At End Of The Year - Previous Year,22.6259,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,25.4281,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,25.0668,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,24.3109,Ambiguous,Average Number Of Female Employees Or Workers At The Beginning Of The Year And As At End Of The Year - Previous Year
Q258,Does the company have programmes for listing designed to promote small businesses (MSME) and community development,Does the company have programmes for listing designed to promote small businesses (MSME) and community development Micro Small Medium Enterprises Domain,Assurance Sub Type For Whether The Entity Have ABusiness Continuity And Disaster Management Plan,16.4434,Does The Entity Have ABusiness Continuity And Disaster Management Plan,20.7302,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,17.927,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,16.9086,Low Confidence,Assurance Sub Type For Whether The Entity Have ABusiness Continuity And Disaster Management Plan
Q259,Does the company index for social enterprises that target underserved or less privileged population segments,Does the company index for social enterprises that target underserved or less privileged population segments Whether Company Has Published Sustainability Report For The Financial Year,Remarks For Assurance Of Whether CSRIs Applicable As Per Section135 Of Companies Act2013,17.5302,Whether CSRIs Applicable As Per Section135 Of Companies Act2013,17.7554,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,17.5306,Remarks For Assurance Of Whether CSRIs Applicable As Per Section135 Of Companies Act2013,17.5302,Ambiguous,Remarks For Assurance Of Whether CSRIs Applicable As Per Section135 Of Companies Act2013
Q260,Does the company have its products in compliance with BIS standards,Does the company have its products in compliance with BIS standards Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Whether Details Of Measures For The Well Being Of Employees And Workers And Spending On It Is Assured By Assurer,16.8972,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company,17.152,Whether Details Of Measures For The Well Being Of Employees And Workers And Spending On It Is Assured By Assurer,16.8972,Whether Name And Contact Details Of The Contact Person In Case Of Any Queries On The BRSRReport Is Assured By Assurer,16.4755,Low Confidence,Whether Details Of Measures For The Well Being Of Employees And Workers And Spending On It Is Assured By Assurer
Q261,Is the company adhering to Food Safety Standards and Processes,Is the company adhering to Food Safety Standards and Processes Safety Security Expenses,Whether Measures Taken By The Entity To Ensure ASafe And Healthy Work Place Is Assured By Assurer,10.7282,It Is Planned To Be Done In The Next Financial Year - Principle8 Member,11.5466,It Is Planned To Be Done In The Next Financial Year - Principle3 Member,11.5466,It Is Planned To Be Done In The Next Financial Year - Principle9 Member,11.5466,Low Confidence,Whether Measures Taken By The Entity To Ensure ASafe And Healthy Work Place Is Assured By Assurer
Q262,Description of actions and initiatives to promote access to healthcare products for priority diseases,Description of actions and initiatives to promote access to healthcare products for priority diseases Products And Services Domain,Do The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services,21.7418,Do The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services,21.7418,Details If The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services Is Not Applicable Explanatory Text Block,18.0614,Description Of Business Activity - Details Of Business Activities Accounting For Ninety Percent Of The Turnover Domain6,15.2033,High Confidence,Do The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services
Q263,Does the company focus on providing healthcare facilities to vulnerable portions of the population,Does the company focus on providing healthcare facilities to vulnerable portions of the population Number Of Employees In The Company At The End Of The Financial Year,Number Of Complaints Pending Resolution At The End Of Year - Health Safety Complaints Member,20.9756,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,21.7549,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,21.3935,Number Of Complaints Pending Resolution At The End Of Year - Health Safety Complaints Member,20.9756,Ambiguous,Number Of Complaints Pending Resolution At The End Of Year - Health Safety Complaints Member
Q264,N-CAP Rating of 4 or 5 star?,N-CAP Rating of 4 or 5 star? Disclosure As Per Sub Rule 5 Of Rule 8 Of Companies Accounts Rules 2014 Explanatory,Assurance Sub Type For Number Of Days Of Accounts Payables,16.9518,Assurance Sub Type For Number Of Days Of Accounts Payables,16.9518,Type Of Assurance For Section AGeneral Disclosures,14.3782,Number Of Days Of Accounts Payable,14.3232,Low Confidence,Assurance Sub Type For Number Of Days Of Accounts Payables
Q265,"Is the company sourcing raw materials from the certified sustainable sources (such as global GAP, RSPO, Rainforest, FSC)","Is the company sourcing raw materials from the certified sustainable sources (such as global GAP, RSPO, Rainforest, FSC) Raw Materials Consumed",Total Energy Consumed From Non Renewable Sources,18.6922,Total Energy Consumed From Renewable Sources,19.4927,Total Energy Consumed From Non Renewable Sources,18.6922,Does The Entity Have Procedures In Place For Sustainable Sourcing,18.421,Ambiguous,Total Energy Consumed From Non Renewable Sources
Q266,Do the farmers have access to PPE kits to prevent themselves from exposure to pesticides while handling wet green tobacco leaves which could lead to Green Tobacco Sickness,Do the farmers have access to PPE kits to prevent themselves from exposure to pesticides while handling wet green tobacco leaves which could lead to Green Tobacco Sickness Changes In Exposure To Risk,Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks Is Not Applicable Explanatory Text Block,20.5872,Whether You Have Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks,26.3458,Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks Is Not Applicable Explanatory Text Block,20.5872,Do The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services,20.1753,High Confidence,Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks Is Not Applicable Explanatory Text Block
Q267,Does the company have any standards or programmes related to sustainable tobacco during their supply chain process,Does the company have any standards or programmes related to sustainable tobacco during their supply chain process Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Remarks For Assurance Of Awareness Programmes Conducted For Value Chain Partners On Any Of The Principles During The Financial Year,20.8325,Does The Entity Have Procedures In Place For Sustainable Sourcing,27.4016,Whether Awareness Programmes Conducted For Value Chain Partners On Any Of The Principles During The Financial Year Is Assured By Assurer,21.1756,Remarks For Assurance Of Awareness Programmes Conducted For Value Chain Partners On Any Of The Principles During The Financial Year,20.8325,High Confidence,Remarks For Assurance Of Awareness Programmes Conducted For Value Chain Partners On Any Of The Principles During The Financial Year
Q268,Are there any technicians appointed during the supply chain process to detect or monitor the agriculture or crop management process,Are there any technicians appointed during the supply chain process to detect or monitor the agriculture or crop management process Whether There Are Changes In Acounting Estimates During The Year,Percentage Of Discrimination At Work Place Of Value Chain Partners P5,14.7968,Number Of Complaints Filed During The Year - Discrimination At Work Place Member,17.6394,Number Of Complaints Filed During The Year - Discrimination At Work Place Member - Previous Year,17.3864,Whether Awareness Programmes Conducted For Value Chain Partners On Any Of The Principles During The Financial Year Is Assured By Assurer,15.3439,Low Confidence,Percentage Of Discrimination At Work Place Of Value Chain Partners P5
Q269,Existence of management process for ensuring quality and patient safety during clinical trials,Existence of management process for ensuring quality and patient safety during clinical trials Safety Security Expenses,Type Of Assurance For Policy And Management Processes,18.0518,Type Of Assurance For Policy And Management Processes,18.0518,Type Of Assurance For Section BManagement And Process Disclosures,16.7318,Remarks For Assurance Of Health And Safety Management System,16.5038,High Confidence,Type Of Assurance For Policy And Management Processes
Q270,Provide information on project(s) for which ongoing Rehabilitation and Resettlements is being undertaken by the company,Provide information on project(s) for which ongoing Rehabilitation and Resettlements is being undertaken by the company Sector In Which Project Is Covered,Whether Details Of Projects For Which Ongoing Rehabilitation And Resettlement Is Being Undertaken By Entity Is Assured By Assurer,30.8568,Whether Details Of Projects For Which Ongoing Rehabilitation And Resettlement Is Being Undertaken By Entity Is Assured By Assurer,30.8568,Remarks For Assurance Of Details Of Projects For Which Ongoing Rehabilitation And Resettlement Is Being Undertaken By Entity,30.0965,Assurance Sub Type For Details Of Projects For Which Ongoing Rehabilitation And Resettlement Is Being Undertaken By Entity,30.0965,Ambiguous,Whether Details Of Projects For Which Ongoing Rehabilitation And Resettlement Is Being Undertaken By Entity Is Assured By Assurer
Q271,How many patents were filed and granted during the current year,How many patents were filed and granted during the current year Information Whether And How Other Features Were Incorporated Into Measurement Of Fair Value Share Options Granted,Details Of Instances As To How The Inputs Received From Stakeholders On These Topics Were Incorporated Into Policies And Activities Of The Entity Explanatory Text Block,23.3564,Details Of Instances As To How The Inputs Received From Stakeholders On These Topics Were Incorporated Into Policies And Activities Of The Entity Explanatory Text Block,23.3564,Whether Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers Is Assured By Assurer,17.7329,Number Of Complaints Filed During The Year - Otherhumanrightsrelatedissues Member,16.7864,High Confidence,Details Of Instances As To How The Inputs Received From Stakeholders On These Topics Were Incorporated Into Policies And Activities Of The Entity Explanatory Text Block
Q272,Does the company have due diligence process for sourcing minerals as raw materials,Does the company have due diligence process for sourcing minerals as raw materials Raw Materials Consumed,Total Energy Consumed From Renewable Sources,23.0792,Does The Entity Have Procedures In Place For Sustainable Sourcing,26.9805,Total Energy Consumed From Renewable Sources,23.0792,Total Energy Consumed From Non Renewable Sources,22.1314,High Confidence,Total Energy Consumed From Renewable Sources
Q273,Has the entity performed audit by DoT and maintain compliance with EMF radiation levels set by local regulations and ICNIRP,Has the entity performed audit by DoT and maintain compliance with EMF radiation levels set by local regulations and ICNIRP Cost Taxes Other Levies By Government Local Authorities,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company - Previous Year,15.5727,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company,16.5065,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company - Previous Year,15.5727,Whether Specific Commitments Goals And Targets Set By The Entity With Defined Timelines Is Assured By Assurer,14.0359,Low Confidence,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company - Previous Year
Q274,Does the organisation have Board Diversity Policy,Does the organisation have Board Diversity Policy Directors Signing Board Report Domain,Assurance Sub Type For Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,17.9954,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,22.5045,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,18.6134,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,18.4345,High Confidence,Assurance Sub Type For Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues
Q275,Presence of policy on appointment and reappointment of board of directors,Presence of policy on appointment and reappointment of board of directors Reappointment Of Independent Directors As Per Section 14910 Explanatory,Total Number Of Training And Awareness Programs Held - Board Of Directors Segment Member,20.1139,Details Of Specified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues Explanatory Text Block,20.8971,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,20.4563,Total Number Of Training And Awareness Programs Held - Board Of Directors Segment Member,20.1139,Ambiguous,Total Number Of Training And Awareness Programs Held - Board Of Directors Segment Member
Q276,Is the chairperson of the board an independent director?,Is the chairperson of the board an independent director? Whether Initial Application Of An Ind As Has An Effect On The Current Period Or Any Prior Period,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,25.8232,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,25.8232,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,22.8324,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,22.2314,High Confidence,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues
Q277,Does the company have separate roles for Chairman and CEO,Does the company have separate roles for Chairman and CEO Whether Company Has Published Sustainability Report For The Financial Year,The Entity Does Not Have The Financial Or Human And Technical Resources Available For The Task - Principle7 Member,14.2106,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,17.9131,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,16.2997,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,15.6525,Low Confidence,The Entity Does Not Have The Financial Or Human And Technical Resources Available For The Task - Principle7 Member
Q278,Does the company have lead independent director on the board,Does the company have lead independent director on the board Number Of Employees In The Company At The End Of The Financial Year,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,21.1008,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,25.2583,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,21.7549,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,21.3935,High Confidence,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues
Q279,Does the company ensure effectiveness of the board through internal or external evaluation or assessment,Does the company ensure effectiveness of the board through internal or external evaluation or assessment Number Of Employees In The Company At The End Of The Financial Year,Name Of The External Agency That Undertook Independent Assessment Or Evaluation Or Assurance For Energy Consumption Explanatory Text Block,17.8141,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,21.7549,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,21.3935,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,20.7512,Ambiguous,Name Of The External Agency That Undertook Independent Assessment Or Evaluation Or Assurance For Energy Consumption Explanatory Text Block
Q280,Does the company have processes in place to avoid/manage conflicts of interest involving members of the Board,Does the company have processes in place to avoid/manage conflicts of interest involving members of the Board Number Of Employees In The Company At The End Of The Financial Year,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,55.7969,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,55.7969,Remarks For Assurance Of The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,49.5048,Assurance Sub Type For The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,49.1226,High Confidence,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board
Q281,Does the company conduct training and awareness programmes on any of the NGBRC principles for BOD,Does the company conduct training and awareness programmes on any of the NGBRC principles for BOD Number Of Employees In The Company At The End Of The Financial Year,Assurance Sub Type For Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker,33.5098,Remarks For Assurance Of Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker,34.1073,Assurance Sub Type For Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker,33.5098,Whether Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker Is Assured By Assurer,32.2819,Ambiguous,Assurance Sub Type For Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker
Q282,Independence of Chairperson of committee (risk management),Independence of Chairperson of committee (risk management) Explanation Of Risk Management Strategy Related To Hedge Accounting Explanatory,Details Of Occupational Health And Safety Management System Explanatory Text Block,19.4058,Details Of Occupational Health And Safety Management System Explanatory Text Block,19.4058,Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks Is Not Applicable Explanatory Text Block,16.9064,Remarks For Assurance Of Health And Safety Management System,16.7852,High Confidence,Details Of Occupational Health And Safety Management System Explanatory Text Block
Q283,Independence of Chairperson of committee (NRC),Independence of Chairperson of committee (NRC) Disclosure Of Composition Of Audit Committee And Non Acceptance Of Any Recommendation Of Audit Committee Along With Reasons Explanatory,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle3 Member,17.088,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle8 Member,17.088,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle7 Member,17.088,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle6 Member,17.088,Low Confidence,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle3 Member
Q284,Independence of Chairperson of committee (Audit),Independence of Chairperson of committee (Audit) Disclosure Of Composition Of Audit Committee And Non Acceptance Of Any Recommendation Of Audit Committee Along With Reasons Explanatory,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle4 Member,17.088,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle5 Member,17.088,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle9 Member,17.088,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle2 Member,17.088,Low Confidence,Performance Of The Entity Against The Specific Commitments Goals And Targets Along With Reasons In Case The Same Are Not Met Explanatory Text Block - Principle4 Member
Q285,Is there a claw back mechanism/policy for senior management/KMP,Is there a claw back mechanism/policy for senior management/KMP Whether There Is Any Voluntary Change In Accounting Policy,Whether Health And Safety Management System Is Assured By Assurer,21.3514,Whether Health And Safety Management System Is Assured By Assurer,21.3514,Is There AMechanism Available To Receive And Redress Grievances For Permanent Workers,20.5941,Is There AMechanism Available To Receive And Redress Grievances For Permanent Employees,20.5941,Ambiguous,Whether Health And Safety Management System Is Assured By Assurer
Q286,Is the independent director paid commissions/incentives other than the board sitting fees,Is the independent director paid commissions/incentives other than the board sitting fees Directors Sitting Fees,Number Of Board Of Directors For Remuneration Or Salary Or Wages - Other Gender Member,12.3377,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,14.605,Details Of Specified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues Explanatory Text Block,14.1843,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,13.5417,Low Confidence,Number Of Board Of Directors For Remuneration Or Salary Or Wages - Other Gender Member
Q287,Is the variable pay of executives linked to sustainability or ESG parameters,Is the variable pay of executives linked to sustainability or ESG parameters Whether Company Has Published Sustainability Report For The Financial Year,Whether Statement By Director Responsible For The Business Responsibility Report Highlighting ESGRelated Challenges Targets And Achievements Is Assured By Assurer,23.1375,Whether Statement By Director Responsible For The Business Responsibility Report Highlighting ESGRelated Challenges Targets And Achievements Is Assured By Assurer,23.1375,Remarks For Assurance Of Statement By Director Responsible For The Business Responsibility Report Highlighting ESGRelated Challenges Targets And Achievements,20.5186,It Is Planned To Be Done In The Next Financial Year - Principle7 Member,20.0201,High Confidence,Whether Statement By Director Responsible For The Business Responsibility Report Highlighting ESGRelated Challenges Targets And Achievements Is Assured By Assurer
Q288,Does the company have a policy for appointment or reappointment o auditors,Does the company have a policy for appointment or reappointment o auditors Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,The Entity Is Not At AStage Where It Is In APosition To Formulate And Implement The Policies On Specified Principles - Principle8 Member,18.7091,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,19.502,The Entity Is Not At AStage Where It Is In APosition To Formulate And Implement The Policies On Specified Principles - Principle8 Member,18.7091,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.3911,Ambiguous,The Entity Is Not At AStage Where It Is In APosition To Formulate And Implement The Policies On Specified Principles - Principle8 Member
Q289,Discontinuation of auditors before end of term,Discontinuation of auditors before end of term Short Term Borrowings,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member - Previous Year,11.0842,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member,11.7531,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member - Previous Year,11.0842,Waste Intensity In Term Of Physical Output,10.8397,Low Confidence,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member - Previous Year
Q290,Does the entity have a whistleblower policy,Does the entity have a whistleblower policy Initially Applied Ind A Ss Domain,Remarks For Assurance Of Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,15.8815,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,19.7054,Remarks For Assurance Of Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,15.8815,Assurer Has Assured Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,15.644,Low Confidence,Remarks For Assurance Of Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016
Q291,Is the whistleblower policy applicable to value chain,Is the whistleblower policy applicable to value chain Whether Secretarial Audit Report Is Applicable On Company,Whether Details On Assessment Of Value Chain Partners P3 Is Assured By Assurer,18.2962,Whether Details On Assessment Of Value Chain Partners P3 Is Assured By Assurer,18.2962,Whether Details On Assessment Of Value Chain Partners P5 Is Assured By Assurer,18.2962,Assurer Has Assured Whether The Enlisted Policies Extend To Your Value Chain Partners,17.6538,Ambiguous,Whether Details On Assessment Of Value Chain Partners P3 Is Assured By Assurer
Q292,Does the entity have an anti corruption or anti bribery policy,Does the entity have an anti corruption or anti bribery policy Whether Initial Application Of An Ind As Has An Effect On The Current Period Or Any Prior Period,Does The Entity Have An Anti Corruption Or Anti Bribery Policy,43.9274,Does The Entity Have An Anti Corruption Or Anti Bribery Policy,43.9274,Details For The Entity Have Not Applicable An Anti Corruption Or Anti Bribery Policy Explanatory Text Block,33.8475,Whether Details And Weblink Of An Anti Corruption Or Anti Bribery Policy Is Place Is Assured By Assurer,30.3304,High Confidence,Does The Entity Have An Anti Corruption Or Anti Bribery Policy
Q293,Does the company have code of conduct policy,Does the company have code of conduct policy Number Of Employees In The Company At The End Of The Financial Year,Date Of End Of Financial Year,18.0637,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,21.7549,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,21.3935,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,20.8292,Ambiguous,Date Of End Of Financial Year
Q294,Does the company have a policy on anti-money laundering and/or insider trading/dealing,Does the company have a policy on anti-money laundering and/or insider trading/dealing Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,The Entity Is Not At AStage Where It Is In APosition To Formulate And Implement The Policies On Specified Principles - Principle2 Member,16.4784,Does The Entity Have An Anti Corruption Or Anti Bribery Policy,22.9942,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,20.1817,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.3911,Low Confidence,The Entity Is Not At AStage Where It Is In APosition To Formulate And Implement The Policies On Specified Principles - Principle2 Member
Q295,"Does the company provide training on code of conduct, anti corruption, and anti bribery policies to the employee","Does the company provide training on code of conduct, anti corruption, and anti bribery policies to the employee Number Of Employees In The Company At The End Of The Financial Year",Web Link At Anti Corruption Or Anti Bribery Policy Is Place,31.8494,Web Link At Anti Corruption Or Anti Bribery Policy Is Place,31.8494,Does The Entity Have An Anti Corruption Or Anti Bribery Policy,31.4633,Anti Corruption Or Anti Bribery Policy Explanatory Text Block,28.714,Ambiguous,Web Link At Anti Corruption Or Anti Bribery Policy Is Place
Q296,How does the company ensure that the minority shareholders effectively protect their interest and rights within company,How does the company ensure that the minority shareholders effectively protect their interest and rights within company Number Of Employees In The Company At The End Of The Financial Year,Number Of Complaints Pending From Stake Holder Group Resolution At The End Of Year - Complaint Received From Shareholders Member,20.0831,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,21.7549,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,21.3935,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,20.7512,Ambiguous,Number Of Complaints Pending From Stake Holder Group Resolution At The End Of Year - Complaint Received From Shareholders Member
Q297,Has the company undergone any fines/penalties/punishments/award/compunding fees/settlement amount paid in proceedings with regulators/law enforcement agencies/judicial institution during the financial year,Has the company undergone any fines/penalties/punishments/award/compunding fees/settlement amount paid in proceedings with regulators/law enforcement agencies/judicial institution during the financial year Whether Any Borrowing Costs Has Been Capitalised During The Year,Whether Details Of Fines Or Penalties Or Punishment Or Award Or Compounding Fees Or Settlement Is Assured By Assurer,32.1722,Whether Details Of Fines Or Penalties Or Punishment Or Award Or Compounding Fees Or Settlement Is Assured By Assurer,32.1722,Remarks For Assurance Of Details Of Fines Or Penalties Or Punishment Or Award Or Compounding Fees Or Settlement,31.2637,Assurance Sub Type For Details Of Fines Or Penalties Or Punishment Or Award Or Compounding Fees Or Settlement,30.6203,Ambiguous,Whether Details Of Fines Or Penalties Or Punishment Or Award Or Compounding Fees Or Settlement Is Assured By Assurer
Q298,Does the company implement a comprehensive framework or Enterprise Risk Management framework,Does the company implement a comprehensive framework or Enterprise Risk Management framework Description Of Regulatory Framework In Which Plan Operates,The Entity Has Not Applicable ABusiness Continuity And Disaster Management Plan Explanatory Text Block,16.1727,Does The Entity Have ABusiness Continuity And Disaster Management Plan,21.8978,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,17.6701,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,17.6563,Low Confidence,The Entity Has Not Applicable ABusiness Continuity And Disaster Management Plan Explanatory Text Block
