question_id,question_text,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column,true_bm25_score,ncd_score,p_value,verification_status
600,Does the company have a dedicated ethics committee to oversee all the clinical trials,Do You Have APreferential Procurement Policy Where You Give Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups,16.0067,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,17.1395,Do You Have APreferential Procurement Policy Where You Give Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups,16.0067,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,15.7974,High Confidence,Do You Have APreferential Procurement Policy Where You Give Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups,5.6929,0.7797,0.062,Failed Verification
635,Does the company have a public policy committing it and/or its suppliers to animal welfare principles,Remarks For Assurance Of APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute,19.4789,Remarks For Assurance Of APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute,19.4789,Assurance Sub Type For APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute,18.8918,Whether APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute Is Assured By Assurer,18.5208,Ambiguous,Remarks For Assurance Of APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute,18.442,0.8038,0,Failed Verification
528,Does the company meet priority sector lending requirements as per RBI,Is The Premise Or Office Of The Entity Accessible To Differently Abled Visitors As Per The Requirements Of The Rights Of Persons With Disabilities Act2016,11.93,Energy Intensity Per Rupee Of Turnover,12.2161,Is The Premise Or Office Of The Entity Accessible To Differently Abled Visitors As Per The Requirements Of The Rights Of Persons With Disabilities Act2016,11.93,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,11.519,Low Confidence,Is The Premise Or Office Of The Entity Accessible To Differently Abled Visitors As Per The Requirements Of The Rights Of Persons With Disabilities Act2016,10.3802,0.748,0,Failed Verification
584,"Does the entity have a plan to lend to MSME? If yes, provide details",Assurer Has Assured Whether The Entity Have ABusiness Continuity And Disaster Management Plan,17.5182,Does The Entity Have ABusiness Continuity And Disaster Management Plan,22.8153,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,18.4604,Assurer Has Assured Whether The Entity Have ABusiness Continuity And Disaster Management Plan,17.5182,High Confidence,Assurer Has Assured Whether The Entity Have ABusiness Continuity And Disaster Management Plan,14.4887,0.6667,0,Weak Match - Review
529,Does the company have a policy or commitment on financial inclusion,Remarks For Assurance Of The Entity Is AMember Of Or Affiliated To Trade And Industry Chambers Or Associations Determined Based On The Total Members Of Such Body,13.5414,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.3911,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,17.6808,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,15.5116,Ambiguous,Remarks For Assurance Of The Entity Is AMember Of Or Affiliated To Trade And Industry Chambers Or Associations Determined Based On The Total Members Of Such Body,4.7326,0.7907,0.02,Failed Verification
533,Does the company have programmes for listing designed to promote small businesses (MSME) and community development,Assurance Sub Type For Whether The Entity Have ABusiness Continuity And Disaster Management Plan,16.4434,Does The Entity Have ABusiness Continuity And Disaster Management Plan,20.7302,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,17.927,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,16.9086,High Confidence,Assurance Sub Type For Whether The Entity Have ABusiness Continuity And Disaster Management Plan,8.4858,0.6667,0.002,Weak Match - Review
534,Does the company index for social enterprises that target underserved or less privileged population segments,Remarks For Assurance Of Whether CSRIs Applicable As Per Section135 Of Companies Act2013,14.9205,Type Of Assurance For Section AGeneral Disclosures,16.7619,Remarks For Assurance Of Whether CSRIs Applicable As Per Section135 Of Companies Act2013,14.9205,Whether CSRIs Applicable As Per Section135 Of Companies Act2013,14.7902,High Confidence,Remarks For Assurance Of Whether CSRIs Applicable As Per Section135 Of Companies Act2013,1.5674,0.7333,0.06,Failed Verification
665,Does the company have its products in compliance with BIS standards,Number Of Persons Benefitted From CSRProjects - CSRProjects83,15.414,Number Of Persons Benefitted From CSRProjects - CSRProjects83,15.414,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,15.2337,Does Company Participate In The Business Responsibility Initiatives Of The Listed Entity - Holding Subsidiary Associate Companies And Joint Ventures Domain83,13.8945,Ambiguous,Number Of Persons Benefitted From CSRProjects - CSRProjects83,0,0.7571,1,Failed Verification
676,Is the company adhering to Food Safety Standards and Processes,It Is Planned To Be Done In The Next Financial Year - Principle5 Member,11.5466,It Is Planned To Be Done In The Next Financial Year - Principle3 Member,11.5466,It Is Planned To Be Done In The Next Financial Year - Principle6 Member,11.5466,It Is Planned To Be Done In The Next Financial Year - Principle7 Member,11.5466,Low Confidence,It Is Planned To Be Done In The Next Financial Year - Principle5 Member,6.7459,0.6494,0.004,Weak Match - Review
604,Description of actions and initiatives to promote access to healthcare products for priority diseases,Description Of Main Activity - Details Of Business Activities Accounting For Ninety Percent Of The Turnover Domain1,14.9758,Do The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services,18.7213,Details If The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services Is Not Applicable Explanatory Text Block,15.5522,Description Of Main Activity - Details Of Business Activities Accounting For Ninety Percent Of The Turnover Domain1,14.9758,High Confidence,Description Of Main Activity - Details Of Business Activities Accounting For Ninety Percent Of The Turnover Domain1,6.0291,0.6796,0.004,Weak Match - Review
752,Does the company focus on providing healthcare facilities to vulnerable portions of the population,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,13.5803,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,13.5803,Do The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services,11.9818,Does The Entity Provide Transition Assistance Programs To Facilitate Continued Employability And The Management Of Career Endings Resulting From Retirement Or Termination Of Employment,11.3424,High Confidence,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,7.4905,0.6588,0,Weak Match - Review
699,N-CAP Rating of 4 or 5 star?,State Of CSRProjects Undertaken - CSRProjects Undertaken7,10.5032,NOx,13.1565,NOx - Previous Year,11.9241,State Of Project - Projects For Rehabilitation And Resettlement7,10.5032,Low Confidence,State Of CSRProjects Undertaken - CSRProjects Undertaken7,0.3626,0.8182,0.03,Failed Verification
677,"Is the company sourcing raw materials from the certified sustainable sources (such as global GAP, RSPO, Rainforest, FSC)",Whether The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably Is Assured By Assurer,15.8138,Does The Entity Have Procedures In Place For Sustainable Sourcing,18.421,Whether The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably Is Assured By Assurer,15.8138,Remarks For Assurance Of The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably,13.4892,High Confidence,Whether The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably Is Assured By Assurer,16.4142,0.6607,0,Weak Match - Review
641,Do the farmers have access to PPE kits to prevent themselves from exposure to pesticides while handling wet green tobacco leaves which could lead to Green Tobacco Sickness,Do The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services,20.1753,Do The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services,20.1753,Whether You Have Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks,16.5006,Number Of Persons Benefitted From CSRProjects - CSRProjects82,16.261,High Confidence,Do The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services,25.468,0.7638,0,Failed Verification
643,Does the company have any standards or programmes related to sustainable tobacco during their supply chain process,Remarks For Assurance Of The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably,19.3727,Does The Entity Have Procedures In Place For Sustainable Sourcing,27.4016,Remarks For Assurance Of The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably,19.3727,Assurance Sub Type For The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably,18.7367,High Confidence,Remarks For Assurance Of The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably,10.933,0.7027,0,Failed Verification
644,Are there any technicians appointed during the supply chain process to detect or monitor the agriculture or crop management process,Percentage Of Discrimination At Work Place Of Value Chain Partners P5,14.7968,Number Of Complaints Filed During The Year - Discrimination At Work Place Member,15.4526,Does The Entity Have Procedures In Place For Sustainable Sourcing,15.0753,Percentage Of Discrimination At Work Place Of Value Chain Partners P5,14.7968,Ambiguous,Percentage Of Discrimination At Work Place Of Value Chain Partners P5,4.5616,0.7475,0.062,Failed Verification
597,Existence of management process for ensuring quality and patient safety during clinical trials,Type Of Assurance For Policy And Management Processes,18.0518,Type Of Assurance For Policy And Management Processes,18.0518,Type Of Assurance For Section BManagement And Process Disclosures,16.7318,Remarks For Assurance Of Health And Safety Management System,16.5038,High Confidence,Type Of Assurance For Policy And Management Processes,10.16,0.6667,0,Weak Match - Review
625,Provide information on project(s) for which ongoing Rehabilitation and Resettlements is being undertaken by the company,Whether Details Of Projects For Which Ongoing Rehabilitation And Resettlement Is Being Undertaken By Entity Is Assured By Assurer,30.8568,Whether Details Of Projects For Which Ongoing Rehabilitation And Resettlement Is Being Undertaken By Entity Is Assured By Assurer,30.8568,Assurance Sub Type For Details Of Projects For Which Ongoing Rehabilitation And Resettlement Is Being Undertaken By Entity,30.0965,Remarks For Assurance Of Details Of Projects For Which Ongoing Rehabilitation And Resettlement Is Being Undertaken By Entity,30.0965,Ambiguous,Whether Details Of Projects For Which Ongoing Rehabilitation And Resettlement Is Being Undertaken By Entity Is Assured By Assurer,26.7528,0.5413,0,Weak Match - Review
714,How many patents were filed and granted during the current year,Number Of Complaints Filed During The Year - Otherhumanrightsrelatedissues Member,16.7864,Number Of Complaints Filed During The Year - Otherhumanrightsrelatedissues Member,16.7864,Number Of Complaints Filed During The Year - Wages Member,16.7864,Number Of Complaints Filed During The Year - Child Labour Member,16.1727,Ambiguous,Number Of Complaints Filed During The Year - Otherhumanrightsrelatedissues Member,15.0653,0.6585,0,Weak Match - Review
804,Does the company have due diligence process for sourcing minerals as raw materials,Assurance Sub Type For The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably,18.9831,Does The Entity Have Procedures In Place For Sustainable Sourcing,26.9805,Remarks For Assurance Of The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably,19.6191,Assurance Sub Type For The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably,18.9831,High Confidence,Assurance Sub Type For The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably,12.8416,0.7182,0,Failed Verification
1050,Has the entity performed audit by DoT and maintain compliance with EMF radiation levels set by local regulations and ICNIRP,Assurance Sub Type For Specific Commitments Goals And Targets Set By The Entity With Defined Timelines,13.66,Whether Specific Commitments Goals And Targets Set By The Entity With Defined Timelines Is Assured By Assurer,14.0359,Remarks For Assurance Of Specific Commitments Goals And Targets Set By The Entity With Defined Timelines,13.66,Assurance Sub Type For Specific Commitments Goals And Targets Set By The Entity With Defined Timelines,13.66,Ambiguous,Assurance Sub Type For Specific Commitments Goals And Targets Set By The Entity With Defined Timelines,17.0945,0.6916,0,Weak Match - Review
1107,Does the organisation have Board Diversity Policy,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,18.6134,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,22.5045,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,18.6134,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,18.4345,High Confidence,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,8.5314,0.7538,0.002,Failed Verification
1014,Presence of policy on appointment and reappointment of board of directors,Details Of Specified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues Explanatory Text Block,18.0092,Details Of Specified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues Explanatory Text Block,18.0092,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,17.3732,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,16.3106,Ambiguous,Details Of Specified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues Explanatory Text Block,7.4402,0.7459,0.002,Failed Verification
1052,Is the chairperson of the board an independent director?,Total Number Of Board Of Directors,16.1817,Number Of Female Board Of Directors,16.1817,Total Number Of Board Of Directors,16.1817,Percentage Of Female Board Of Directors,16.1817,Ambiguous,Total Number Of Board Of Directors,6.6537,0.7288,0.006,Failed Verification
1125,Does the company have separate roles for Chairman and CEO,Remarks For Assurance Of Address Of Registered Office Of Company,10.3391,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,12.5397,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,12.2884,Does The Entity Have Procedures In Place For Sustainable Sourcing,11.7241,Low Confidence,Remarks For Assurance Of Address Of Registered Office Of Company,4.4899,0.5938,0.01,Weak Match - Review
1039,Does the company have lead independent director on the board,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,20.9836,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,25.2583,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,21.1008,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,20.9836,High Confidence,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,17.9616,0.7422,0,Failed Verification
1012,Does the company ensure effectiveness of the board through internal or external evaluation or assessment,Name Of The External Agency That Undertook Independent Assessment Or Evaluation Or Assurance For Energy Consumption Explanatory Text Block,17.8141,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,19.0082,Name Of The External Agency That Undertook Independent Assessment Or Evaluation Or Assurance For Energy Consumption Explanatory Text Block,17.8141,Details Of Specified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues Explanatory Text Block,16.6097,High Confidence,Name Of The External Agency That Undertook Independent Assessment Or Evaluation Or Assurance For Energy Consumption Explanatory Text Block,16.4971,0.6923,0,Weak Match - Review
1160,Does the company have processes in place to avoid/manage conflicts of interest involving members of the Board,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,55.7969,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,55.7969,Remarks For Assurance Of The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,49.5048,Assurance Sub Type For The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,49.1226,High Confidence,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,48.7716,0.5545,0,Weak Match - Review
1148,Does the company conduct training and awareness programmes on any of the NGBRC principles for BOD,Remarks For Assurance Of Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker,27.8676,Remarks For Assurance Of Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker,27.8676,Assurance Sub Type For Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker,27.27,Whether Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker Is Assured By Assurer,26.1768,Ambiguous,Remarks For Assurance Of Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker,20.6439,0.7068,0,Failed Verification
1129,Independence of Chairperson of committee (risk management),Number Of Female Key Management Personnel,9.3304,Whether You Have Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks,9.8452,Desclosure Of The Processes Used To Identify Work Related Hazards And Assess Risks On ARoutine And Non Routine Basis By The Entity Explanatory Text Block,9.3626,Total Number Of Key Management Personnel,9.3304,Low Confidence,Number Of Female Key Management Personnel,7.8841,0.6613,0.002,Weak Match - Review
1142,Independence of Chairperson of committee (NRC),Description Of Other Committee For Compliance With Statutory Requirements Of Relevance To The Principles And Rectification - Principle1 Member,6.9808,Description Of Other Committee For Compliance With Statutory Requirements Of Relevance To The Principles And Rectification - Principle4 Member,6.9808,Description Of Other Committee For Compliance With Statutory Requirements Of Relevance To The Principles And Rectification - Principle5 Member,6.9808,Description Of Other Committee For Compliance With Statutory Requirements Of Relevance To The Principles And Rectification - Principle6 Member,6.9808,Low Confidence,Description Of Other Committee For Compliance With Statutory Requirements Of Relevance To The Principles And Rectification - Principle1 Member,5.6456,0.7966,0,Failed Verification
1143,Independence of Chairperson of committee (Audit),Amount Of Accounts Payable During The Year,10.5656,Number Of Days Of Accounts Payable,11.6313,Number Of Days Of Accounts Payable - Previous Year,10.7837,Amount Of Accounts Payable During The Year,10.5656,Low Confidence,Amount Of Accounts Payable During The Year,0.6935,0.8077,0.016,Failed Verification
1022,Is there a claw back mechanism/policy for senior management/KMP,Is There AMechanism Available To Receive And Redress Grievances For Permanent Employees,20.5941,Is There AMechanism Available To Receive And Redress Grievances For Permanent Workers,20.5941,Is There AMechanism Available To Receive And Redress Grievances For Permanent Employees,20.5941,Is There AMechanism Available To Receive And Redress Grievances For Other Than Permanent Employees,19.321,Ambiguous,Is There AMechanism Available To Receive And Redress Grievances For Permanent Employees,12.1571,0.6588,0,Weak Match - Review
1158,Is the independent director paid commissions/incentives other than the board sitting fees,Number Of Board Of Directors For Remuneration Or Salary Or Wages - Other Gender Member,12.3377,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,14.605,Details Of Specified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues Explanatory Text Block,14.1843,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,13.5417,Low Confidence,Number Of Board Of Directors For Remuneration Or Salary Or Wages - Other Gender Member,6.8139,0.6824,0,Weak Match - Review
1147,Is the variable pay of executives linked to sustainability or ESG parameters,Whether Statement By Director Responsible For The Business Responsibility Report Highlighting ESGRelated Challenges Targets And Achievements Is Assured By Assurer,14.2369,Whether Statement By Director Responsible For The Business Responsibility Report Highlighting ESGRelated Challenges Targets And Achievements Is Assured By Assurer,14.2369,Details Of Specified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues Explanatory Text Block,13.9847,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,13.7694,Ambiguous,Whether Statement By Director Responsible For The Business Responsibility Report Highlighting ESGRelated Challenges Targets And Achievements Is Assured By Assurer,3.7283,0.768,0.044,Failed Verification
1033,Does the company have a policy for appointment or reappointment o auditors,The Entity Does Not Have The Financial Or Human And Technical Resources Available For The Task - Principle8 Member,13.2539,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.3911,Remarks For Assurance Of Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,15.7646,Assurance Sub Type For Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,15.1373,Low Confidence,The Entity Does Not Have The Financial Or Human And Technical Resources Available For The Task - Principle8 Member,10.9674,0.729,0,Failed Verification
1192,Discontinuation of auditors before end of term,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member - Previous Year,11.0842,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member,11.7531,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member - Previous Year,11.0842,Waste Intensity In Term Of Physical Output,10.8397,Low Confidence,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member - Previous Year,4.9772,0.7368,0.004,Failed Verification
1027,Does the entity have a whistleblower policy,Assurer Has Assured Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,15.644,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,19.7054,Remarks For Assurance Of Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,15.8815,Assurer Has Assured Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,15.644,High Confidence,Assurer Has Assured Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,9.956,0.7434,0,Failed Verification
1159,Is the whistleblower policy applicable to value chain,The Enlisted Policies Do Not Applicable Extend To Your Value Chain Partners Explanatory Text Block - Principle1 Member,16.7248,The Enlisted Policies Do Not Applicable Extend To Your Value Chain Partners Explanatory Text Block - Principle6 Member,16.7248,The Enlisted Policies Do Not Applicable Extend To Your Value Chain Partners Explanatory Text Block - Principle7 Member,16.7248,The Enlisted Policies Do Not Applicable Extend To Your Value Chain Partners Explanatory Text Block - Principle8 Member,16.7248,Ambiguous,The Enlisted Policies Do Not Applicable Extend To Your Value Chain Partners Explanatory Text Block - Principle1 Member,14.368,0.7156,0,Failed Verification
1026,Does the entity have an anti corruption or anti bribery policy,Does The Entity Have An Anti Corruption Or Anti Bribery Policy,43.9274,Does The Entity Have An Anti Corruption Or Anti Bribery Policy,43.9274,Details For The Entity Have Not Applicable An Anti Corruption Or Anti Bribery Policy Explanatory Text Block,33.8475,Anti Corruption Or Anti Bribery Policy Explanatory Text Block,29.429,High Confidence,Does The Entity Have An Anti Corruption Or Anti Bribery Policy,53.8379,0.4688,0,Mathematically Verified
1140,Does the company have code of conduct policy,Does The Entity Extend Any Life Insurance Or Any Compensatory Package In The Event Of Death Of Workers,10.3134,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,15.1335,Does The Entity Have An Anti Corruption Or Anti Bribery Policy,13.0681,Remarks For Assurance Of Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,11.7743,Low Confidence,Does The Entity Extend Any Life Insurance Or Any Compensatory Package In The Event Of Death Of Workers,4.7108,0.7742,0.024,Failed Verification
1141,Does the company have a policy on anti-money laundering and/or insider trading/dealing,Details For The Entity Have Not Applicable An Anti Corruption Or Anti Bribery Policy Explanatory Text Block,16.5705,Does The Entity Have An Anti Corruption Or Anti Bribery Policy,22.9942,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.3911,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,18.3605,High Confidence,Details For The Entity Have Not Applicable An Anti Corruption Or Anti Bribery Policy Explanatory Text Block,17.3872,0.7245,0,Failed Verification
1042,"Does the company provide training on code of conduct, anti corruption, and anti bribery policies to the employee",Anti Corruption Or Anti Bribery Policy Explanatory Text Block,28.714,Does The Entity Have An Anti Corruption Or Anti Bribery Policy,31.4633,Anti Corruption Or Anti Bribery Policy Explanatory Text Block,28.714,Web Link At Anti Corruption Or Anti Bribery Policy Is Place,26.9,High Confidence,Anti Corruption Or Anti Bribery Policy Explanatory Text Block,34.1535,0.6703,0,Weak Match - Review
1191,How does the company ensure that the minority shareholders effectively protect their interest and rights within company,Percentage Of Sourced Directly From Within The District And Neighbouring Districts - Previous Year,11.7851,Percentage Of Sourced Directly From Within The District And Neighbouring Districts,12.6164,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,12.5452,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,12.2884,Low Confidence,Percentage Of Sourced Directly From Within The District And Neighbouring Districts - Previous Year,11.8643,0.7128,0,Failed Verification
1101,Has the company undergone any fines/penalties/punishments/award/compunding fees/settlement amount paid in proceedings with regulators/law enforcement agencies/judicial institution during the financial year,Remarks For Assurance Of Details Of Fines Or Penalties Or Punishment Or Award Or Compounding Fees Or Settlement,31.2637,Remarks For Assurance Of Details Of Fines Or Penalties Or Punishment Or Award Or Compounding Fees Or Settlement,31.2637,Assurance Sub Type For Details Of Fines Or Penalties Or Punishment Or Award Or Compounding Fees Or Settlement,30.6203,Whether Details Of Fines Or Penalties Or Punishment Or Award Or Compounding Fees Or Settlement Is Assured By Assurer,29.7779,Ambiguous,Remarks For Assurance Of Details Of Fines Or Penalties Or Punishment Or Award Or Compounding Fees Or Settlement,27.1105,0.7518,0,Failed Verification
1032,Does the company implement a comprehensive framework or Enterprise Risk Management framework,Remarks For Assurance Of Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,14.5331,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,17.6701,Does The Entity Have ABusiness Continuity And Disaster Management Plan,14.6171,Remarks For Assurance Of Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,14.5331,High Confidence,Remarks For Assurance Of Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,1.9002,0.6881,0.098,Weak Match - Review
1138,"Has the company taken any corrective action or underway on any issues related to anti competitive model, based on adverse orders from regulatory authorities? If yes, provide details",Remarks For Assurance Of Details Of Corrective Action Taken Or Underway On Any Issues Related To Anti Competitive Conduct By The Entity Based On Adverse Orders From Regulatory Authorities,55.8655,Remarks For Assurance Of Details Of Corrective Action Taken Or Underway On Any Issues Related To Anti Competitive Conduct By The Entity Based On Adverse Orders From Regulatory Authorities,55.8655,Assurance Sub Type For Details Of Corrective Action Taken Or Underway On Any Issues Related To Anti Competitive Conduct By The Entity Based On Adverse Orders From Regulatory Authorities,55.2732,Whether Details Of Corrective Action Taken Or Underway On Any Issues Related To Anti Competitive Conduct By The Entity Based On Adverse Orders From Regulatory Authorities Is Assured By Assurer,54.1214,Ambiguous,Remarks For Assurance Of Details Of Corrective Action Taken Or Underway On Any Issues Related To Anti Competitive Conduct By The Entity Based On Adverse Orders From Regulatory Authorities,60.6097,0.6458,0,Weak Match - Review
1177,Does the entity have a business continuity and disaster management plan,Does The Entity Have ABusiness Continuity And Disaster Management Plan,48.2554,Does The Entity Have ABusiness Continuity And Disaster Management Plan,48.2554,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,40.755,Assurer Has Assured Whether The Entity Have ABusiness Continuity And Disaster Management Plan,40.524,High Confidence,Does The Entity Have ABusiness Continuity And Disaster Management Plan,42.9022,0.4189,0,Mathematically Verified
