question_id,original_question_text,combined_query,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column,true_bm25_score,ncd_score,p_value,verification_status
Q234,Does the company collaborate with external agencies to reduce the amount of food loss and waste,Does the company collaborate with external agencies to reduce the amount of food loss and waste Whether These Are In Accordance With The Books Of Accounts Maintained By The Company Explanatory,Amount Of Recycled - Hazardous Waste Member,26.3776,Amount Of Recycled - Hazardous Waste Member,26.3776,Amount Of Recycled - Hazardous Waste Member - Previous Year,24.2967,Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals Explanatory Text Block,23.692,High Confidence,Amount Of Recycled - Hazardous Waste Member,10.556,0.8276,0.002,Failed Verification
Q235,Is the company promoting local tourism,Is the company promoting local tourism Name Of Stock Exchange Where The Company Is Listed,Description Of Other Stock Exchange Where The Company Is Listed - Stock Exchange3,32.8515,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange3,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange2,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange1,36.2608,Ambiguous,Description Of Other Stock Exchange Where The Company Is Listed - Stock Exchange3,37.4772,0.4138,0.0,Mathematically Verified
Q236,"Does the company actively engage in the research collaborations with the universities, research institutions and other companies","Does the company actively engage in the research collaborations with the universities, research institutions and other companies Whether These Are In Accordance With The Books Of Accounts Maintained By The Company Explanatory",Energy Intensity The Relevant Metric May Be Selected By The Entity,14.8613,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,15.1559,Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals Explanatory Text Block,14.9484,Energy Intensity The Relevant Metric May Be Selected By The Entity,14.8613,Low Confidence,Energy Intensity The Relevant Metric May Be Selected By The Entity,12.0382,0.7949,0.0,Failed Verification
Q237,"Provide details on development of clinical technology, clinical capabilites and programmes","Provide details on development of clinical technology, clinical capabilites and programmes Details Regarding Technology Absorption",Complaints On POSHUp Held,11.8897,Complaints On POSHUp Held,11.8897,Does The Entity Provide Transition Assistance Programs To Facilitate Continued Employability And The Management Of Career Endings Resulting From Retirement Or Termination Of Employment,11.7849,Remarks For Assurance Of Details Of Significant Direct And Indirect Impact Of The Entity On Biodiversity In Such Areas Along With Prevention And Remediation Activities,11.7541,Low Confidence,Complaints On POSHUp Held,4.7951,0.8558,0.014,Failed Verification
Q238,"Does the entity have system/mechanism in place to address issues (congestion, indoor coverage, call drops, modernisation and upgrade of data speeds, among others)","Does the entity have system/mechanism in place to address issues (congestion, indoor coverage, call drops, modernisation and upgrade of data speeds, among others) Complete Postal Address Of Place Of Maintenance Of Computer Servers Storing Accounting Data",Remarks For Assurance Of The Internal Mechanisms In Place To Redress Grievances Related To Human Rights Issues,18.1264,Does The Entity Have Procedures In Place For Sustainable Sourcing,19.1804,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,18.5362,Remarks For Assurance Of The Internal Mechanisms In Place To Redress Grievances Related To Human Rights Issues,18.1264,Ambiguous,Remarks For Assurance Of The Internal Mechanisms In Place To Redress Grievances Related To Human Rights Issues,17.5797,0.7845,0.0,Failed Verification
Q239,"Does the company have digital/smart substations or plans to have it in future? (If yes, provide the number of substation)","Does the company have digital/smart substations or plans to have it in future? (If yes, provide the number of substation) Number Of Employees In The Company At The End Of The Financial Year",Does The Entity Provide Transition Assistance Programs To Facilitate Continued Employability And The Management Of Career Endings Resulting From Retirement Or Termination Of Employment,22.2812,Does The Entity Provide Transition Assistance Programs To Facilitate Continued Employability And The Management Of Career Endings Resulting From Retirement Or Termination Of Employment,22.2812,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,21.7549,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,21.3935,Ambiguous,Does The Entity Provide Transition Assistance Programs To Facilitate Continued Employability And The Management Of Career Endings Resulting From Retirement Or Termination Of Employment,17.2092,0.6897,0.0,Weak Match - Review
Q240,Does the company use smart metters in its distribution grid,Does the company use smart metters in its distribution grid Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Energy Intensity Per Rupee Of Turnover Adjusting For Purchasing Power Parity - Previous Year,13.8008,Energy Intensity Per Rupee Of Turnover Adjusting For Purchasing Power Parity,14.7744,Whether Name And Contact Details Of The Contact Person In Case Of Any Queries On The BRSRReport Is Assured By Assurer,13.8975,Energy Intensity Per Rupee Of Turnover Adjusting For Purchasing Power Parity - Previous Year,13.8008,Low Confidence,Energy Intensity Per Rupee Of Turnover Adjusting For Purchasing Power Parity - Previous Year,0.0,0.766,1.0,Failed Verification
Q241,Does the company have inhouse research and development facilities/centres and team,Does the company have inhouse research and development facilities/centres and team Research And Development Expense,Does The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India,11.7265,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,12.5397,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,12.2884,Does The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India,11.7265,Low Confidence,Does The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India,13.925,0.7317,0.0,Failed Verification
Q242,Is the company offering e-learning courses/certifications to its students,Is the company offering e-learning courses/certifications to its students Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Whether EMail Of The Company Is Assured By Assurer,17.5705,Whether Weblink Where Information On Products And Services Of The Entity Can Be Accessed Is Assured By Assurer,18.7918,It Is Planned To Be Done In The Next Financial Year - Principle8 Member,17.6405,It Is Planned To Be Done In The Next Financial Year - Principle7 Member,17.6405,High Confidence,Whether EMail Of The Company Is Assured By Assurer,21.5718,0.8158,0.0,Failed Verification
Q243,ISO 22000 FSSC,ISO 22000 FSSC ISO Country Code Of Place Of Maintenance Of Computer Servers Storing Accounting Data,Assurance Sub Type For Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,15.5803,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,15.7774,Assurance Sub Type For Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,15.5803,Whether Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers Is Assured By Assurer,15.3514,Low Confidence,Assurance Sub Type For Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,8.8252,0.7609,0.008,Failed Verification
Q244,Does the company confirm on its commitments to follow guidelines provided by FSSAI and NIN,Does the company confirm on its commitments to follow guidelines provided by FSSAI and NIN Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines1,15.1624,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines14,15.1624,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines12,15.1624,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines10,15.1624,Low Confidence,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines1,7.3755,0.7914,0.028,Failed Verification
Q245,Does the company conduct food safety audits,Does the company conduct food safety audits Safety Security Expenses,Assurance Sub Type For Details Of Instances Of Product Recalls On Account Of Safety Issues,13.6621,Remarks For Assurance Of Details Of Instances Of Product Recalls On Account Of Safety Issues,13.8963,Assurance Sub Type For Details Of Instances Of Product Recalls On Account Of Safety Issues,13.6621,Whether Details Of Instances Of Product Recalls On Account Of Safety Issues Is Assured By Assurer,13.2847,Low Confidence,Assurance Sub Type For Details Of Instances Of Product Recalls On Account Of Safety Issues,9.0369,0.6353,0.0,Weak Match - Review
Q246,Does the company mention use of natural ingredients in their products and are they approved by government norms,Does the company mention use of natural ingredients in their products and are they approved by government norms Whether These Are In Accordance With The Books Of Accounts Maintained By The Company Explanatory,Whether Details Of Reclaimed Products And Their Packaging Materials For Each Product Category Is Assured By Assurer,16.2931,Whether Details Of Reclaimed Products And Their Packaging Materials For Each Product Category Is Assured By Assurer,16.2931,Whether Details Of Instances Of Product Recalls On Account Of Safety Issues Is Assured By Assurer,16.2246,Reclaimed Products And Their Packaging Materials As Percentage Of Total Products Sold In Respective Category - Reclaimed Products And Their Packaging Domain7,15.6711,Low Confidence,Whether Details Of Reclaimed Products And Their Packaging Materials For Each Product Category Is Assured By Assurer,16.2969,0.7152,0.0,Failed Verification
Q247,does the company have a policy on ingredient safety? is there any mention of use of paraben in the products,does the company have a policy on ingredient safety? is there any mention of use of paraben in the products Whether There Is Any Change In Functional Currency During The Year,The Entity Is Not At AStage Where It Is In APosition To Formulate And Implement The Policies On Specified Principles - Principle7 Member,19.7239,The Entity Is Not At AStage Where It Is In APosition To Formulate And Implement The Policies On Specified Principles - Principle5 Member,19.7239,The Entity Is Not At AStage Where It Is In APosition To Formulate And Implement The Policies On Specified Principles - Principle3 Member,19.7239,The Entity Is Not At AStage Where It Is In APosition To Formulate And Implement The Policies On Specified Principles - Principle4 Member,19.7239,Ambiguous,The Entity Is Not At AStage Where It Is In APosition To Formulate And Implement The Policies On Specified Principles - Principle7 Member,17.7296,0.7252,0.0,Failed Verification
Q248,ISO 13485,ISO 13485 ISO Country Code Of Place Of Maintenance Of Computer Servers Storing Accounting Data,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,15.7774,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,15.7774,Assurance Sub Type For Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,15.5803,Whether Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers Is Assured By Assurer,15.3514,Low Confidence,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,8.9337,0.7836,0.01,Failed Verification
Q249,Does the company have a policy for ensuring quality and patient safety during clinical trials,Does the company have a policy for ensuring quality and patient safety during clinical trials Safety Security Expenses,Remarks For Assurance Of Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,18.1546,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,20.4946,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.3911,Remarks For Assurance Of Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,18.1546,High Confidence,Remarks For Assurance Of Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,15.0855,0.6789,0.0,Weak Match - Review
Q250,Does the entity display relevant information on the product labels as per the requirements of national and international drug regulatory bodies,Does the entity display relevant information on the product labels as per the requirements of national and international drug regulatory bodies Number Of Employees In The Company At The End Of The Financial Year,Assurer Has Assured Whether The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws,24.6623,Does The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws,29.271,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,25.4281,Remarks For Assurance Of Whether The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws,25.2718,High Confidence,Assurer Has Assured Whether The Entity Display Product Information On The Product Over And Above What Is Mandated As Per Local Laws,32.8601,0.7124,0.0,Failed Verification
Q251,How many labs are NABL accredited,How many labs are NABL accredited Indication Of How Frequently Hedging Relationships Are Discontinued And Restarted,Date Of Start Of Financial Year,13.1168,Date Of Start Of Previous Year,13.1168,Date Of Start Of Financial Year,13.1168,Date Of Start Of Prior To Previous Year,12.1519,Low Confidence,Date Of Start Of Financial Year,0.4744,0.8431,0.024,Failed Verification
Q252,How did the entity handle aliquots and provide details on reducing aliquots,How did the entity handle aliquots and provide details on reducing aliquots Description Of How Entity Determined Maximum Economic Benefit Available,Provide The Processes For Consultation Between Stakeholders And The Board On Economic Environmental And Social Topics Or If Consultation Is Delegated How Is Feedback From Such Consultations Provided To The Board Explanatory Text Block,16.6812,Provide The Processes For Consultation Between Stakeholders And The Board On Economic Environmental And Social Topics Or If Consultation Is Delegated How Is Feedback From Such Consultations Provided To The Board Explanatory Text Block,16.6812,Do Human Rights Requirements Form Part Of Your Business Agreements And Contracts,14.3228,Details Of Instances As To How The Inputs Received From Stakeholders On These Topics Were Incorporated Into Policies And Activities Of The Entity Explanatory Text Block,14.0902,Low Confidence,Provide The Processes For Consultation Between Stakeholders And The Board On Economic Environmental And Social Topics Or If Consultation Is Delegated How Is Feedback From Such Consultations Provided To The Board Explanatory Text Block,20.7987,0.7438,0.0,Failed Verification
Q253,Does the company have a dedicated ethics committee to oversee all the clinical trials,Does the company have a dedicated ethics committee to oversee all the clinical trials Number Of Employees In The Company At The End Of The Financial Year,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,25.0668,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,25.4281,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,25.0668,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,24.3109,Ambiguous,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,24.9211,0.5833,0.0,Weak Match - Review
Q254,Does the company have a public policy committing it and/or its suppliers to animal welfare principles,Does the company have a public policy committing it and/or its suppliers to animal welfare principles Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Remarks For Assurance Of APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute,20.6918,Remarks For Assurance Of APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute,20.6918,Whether APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute Is Assured By Assurer,20.4047,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,20.1817,Ambiguous,Remarks For Assurance Of APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute,29.6249,0.7605,0.0,Failed Verification
Q255,Does the company meet priority sector lending requirements as per RBI,Does the company meet priority sector lending requirements as per RBI Profit Loss For The Period As Per Ind As,Energy Intensity Per Rupee Of Turnover,12.2161,Net Worth,13.9894,Energy Intensity Per Rupee Of Turnover,12.2161,Remarks For Assurance Of Whether The Premise Or Office Of The Entity Accessible To Differently Abled Visitors As Per The Requirements Of The Rights Of Persons With Disabilities Act2016,12.1962,Low Confidence,Energy Intensity Per Rupee Of Turnover,7.087,0.7374,0.0,Failed Verification
Q256,"Does the entity have a plan to lend to MSME? If yes, provide details","Does the entity have a plan to lend to MSME? If yes, provide details Description Of Risks To Which Plan Exposes Entity",Assurer Has Assured Whether The Entity Have ABusiness Continuity And Disaster Management Plan,17.5182,Does The Entity Have ABusiness Continuity And Disaster Management Plan,22.8153,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,18.4604,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,17.9584,High Confidence,Assurer Has Assured Whether The Entity Have ABusiness Continuity And Disaster Management Plan,22.901,0.6852,0.0,Weak Match - Review
Q257,Does the company have a policy or commitment on financial inclusion,Does the company have a policy or commitment on financial inclusion Number Of Employees In The Company At The End Of The Financial Year,Average Number Of Female Employees Or Workers At The Beginning Of The Year And As At End Of The Year - Previous Year,22.6259,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,25.4281,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,25.0668,Whether Details Of Employees As At The End Of Financial Year Is Assured By Assurer,24.3109,Ambiguous,Average Number Of Female Employees Or Workers At The Beginning Of The Year And As At End Of The Year - Previous Year,24.3636,0.5676,0.0,Weak Match - Review
Q258,Does the company have programmes for listing designed to promote small businesses (MSME) and community development,Does the company have programmes for listing designed to promote small businesses (MSME) and community development Micro Small Medium Enterprises Domain,Assurance Sub Type For Whether The Entity Have ABusiness Continuity And Disaster Management Plan,16.4434,Does The Entity Have ABusiness Continuity And Disaster Management Plan,20.7302,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,17.927,Does The Entity Have Processes In Place To Avoid Or Manage Conflict Of Interests Involving Members Of The Board,16.9086,Low Confidence,Assurance Sub Type For Whether The Entity Have ABusiness Continuity And Disaster Management Plan,8.4858,0.719,0.01,Failed Verification
Q259,Does the company index for social enterprises that target underserved or less privileged population segments,Does the company index for social enterprises that target underserved or less privileged population segments Whether Company Has Published Sustainability Report For The Financial Year,Remarks For Assurance Of Whether CSRIs Applicable As Per Section135 Of Companies Act2013,17.5302,Whether CSRIs Applicable As Per Section135 Of Companies Act2013,17.7554,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,17.5306,Remarks For Assurance Of Whether CSRIs Applicable As Per Section135 Of Companies Act2013,17.5302,Ambiguous,Remarks For Assurance Of Whether CSRIs Applicable As Per Section135 Of Companies Act2013,5.9611,0.7681,0.042,Failed Verification
Q260,Does the company have its products in compliance with BIS standards,Does the company have its products in compliance with BIS standards Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Whether Details Of Measures For The Well Being Of Employees And Workers And Spending On It Is Assured By Assurer,16.8972,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company,17.152,Whether Details Of Measures For The Well Being Of Employees And Workers And Spending On It Is Assured By Assurer,16.8972,Whether Name And Contact Details Of The Contact Person In Case Of Any Queries On The BRSRReport Is Assured By Assurer,16.4755,Low Confidence,Whether Details Of Measures For The Well Being Of Employees And Workers And Spending On It Is Assured By Assurer,10.9275,0.7365,0.0,Failed Verification
Q261,Is the company adhering to Food Safety Standards and Processes,Is the company adhering to Food Safety Standards and Processes Safety Security Expenses,Whether Measures Taken By The Entity To Ensure ASafe And Healthy Work Place Is Assured By Assurer,10.7282,It Is Planned To Be Done In The Next Financial Year - Principle8 Member,11.5466,It Is Planned To Be Done In The Next Financial Year - Principle3 Member,11.5466,It Is Planned To Be Done In The Next Financial Year - Principle9 Member,11.5466,Low Confidence,Whether Measures Taken By The Entity To Ensure ASafe And Healthy Work Place Is Assured By Assurer,6.9246,0.6517,0.004,Weak Match - Review
Q262,Description of actions and initiatives to promote access to healthcare products for priority diseases,Description of actions and initiatives to promote access to healthcare products for priority diseases Products And Services Domain,Do The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services,21.7418,Do The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services,21.7418,Details If The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services Is Not Applicable Explanatory Text Block,18.0614,Description Of Business Activity - Details Of Business Activities Accounting For Ninety Percent Of The Turnover Domain6,15.2033,High Confidence,Do The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services,23.5938,0.6019,0.0,Weak Match - Review
Q263,Does the company focus on providing healthcare facilities to vulnerable portions of the population,Does the company focus on providing healthcare facilities to vulnerable portions of the population Number Of Employees In The Company At The End Of The Financial Year,Number Of Complaints Pending Resolution At The End Of Year - Health Safety Complaints Member,20.9756,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,21.7549,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,21.3935,Number Of Complaints Pending Resolution At The End Of Year - Health Safety Complaints Member,20.9756,Ambiguous,Number Of Complaints Pending Resolution At The End Of Year - Health Safety Complaints Member,20.5294,0.6538,0.0,Weak Match - Review
Q264,N-CAP Rating of 4 or 5 star?,N-CAP Rating of 4 or 5 star? Disclosure As Per Sub Rule 5 Of Rule 8 Of Companies Accounts Rules 2014 Explanatory,Assurance Sub Type For Number Of Days Of Accounts Payables,16.9518,Assurance Sub Type For Number Of Days Of Accounts Payables,16.9518,Type Of Assurance For Section AGeneral Disclosures,14.3782,Number Of Days Of Accounts Payable,14.3232,Low Confidence,Assurance Sub Type For Number Of Days Of Accounts Payables,13.5448,0.717,0.0,Failed Verification
Q265,"Is the company sourcing raw materials from the certified sustainable sources (such as global GAP, RSPO, Rainforest, FSC)","Is the company sourcing raw materials from the certified sustainable sources (such as global GAP, RSPO, Rainforest, FSC) Raw Materials Consumed",Total Energy Consumed From Non Renewable Sources,18.6922,Total Energy Consumed From Renewable Sources,19.4927,Total Energy Consumed From Non Renewable Sources,18.6922,Does The Entity Have Procedures In Place For Sustainable Sourcing,18.421,Ambiguous,Total Energy Consumed From Non Renewable Sources,18.3721,0.7273,0.0,Failed Verification
Q266,Do the farmers have access to PPE kits to prevent themselves from exposure to pesticides while handling wet green tobacco leaves which could lead to Green Tobacco Sickness,Do the farmers have access to PPE kits to prevent themselves from exposure to pesticides while handling wet green tobacco leaves which could lead to Green Tobacco Sickness Changes In Exposure To Risk,Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks Is Not Applicable Explanatory Text Block,20.5872,Whether You Have Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks,26.3458,Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks Is Not Applicable Explanatory Text Block,20.5872,Do The Employees Or Worker Of The Entity Have Access To Non Occupational Medical And Healthcare Services,20.1753,High Confidence,Processes For Workers To Report The Work Related Hazards And To Remove Themselves From Such Risks Is Not Applicable Explanatory Text Block,21.3452,0.7465,0.0,Failed Verification
Q267,Does the company have any standards or programmes related to sustainable tobacco during their supply chain process,Does the company have any standards or programmes related to sustainable tobacco during their supply chain process Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Remarks For Assurance Of Awareness Programmes Conducted For Value Chain Partners On Any Of The Principles During The Financial Year,20.8325,Does The Entity Have Procedures In Place For Sustainable Sourcing,27.4016,Whether Awareness Programmes Conducted For Value Chain Partners On Any Of The Principles During The Financial Year Is Assured By Assurer,21.1756,Remarks For Assurance Of Awareness Programmes Conducted For Value Chain Partners On Any Of The Principles During The Financial Year,20.8325,High Confidence,Remarks For Assurance Of Awareness Programmes Conducted For Value Chain Partners On Any Of The Principles During The Financial Year,25.2342,0.7574,0.0,Failed Verification
Q268,Are there any technicians appointed during the supply chain process to detect or monitor the agriculture or crop management process,Are there any technicians appointed during the supply chain process to detect or monitor the agriculture or crop management process Whether There Are Changes In Acounting Estimates During The Year,Percentage Of Discrimination At Work Place Of Value Chain Partners P5,14.7968,Number Of Complaints Filed During The Year - Discrimination At Work Place Member,17.6394,Number Of Complaints Filed During The Year - Discrimination At Work Place Member - Previous Year,17.3864,Whether Awareness Programmes Conducted For Value Chain Partners On Any Of The Principles During The Financial Year Is Assured By Assurer,15.3439,Low Confidence,Percentage Of Discrimination At Work Place Of Value Chain Partners P5,4.5616,0.7887,0.09,Failed Verification
Q269,Existence of management process for ensuring quality and patient safety during clinical trials,Existence of management process for ensuring quality and patient safety during clinical trials Safety Security Expenses,Type Of Assurance For Policy And Management Processes,18.0518,Type Of Assurance For Policy And Management Processes,18.0518,Type Of Assurance For Section BManagement And Process Disclosures,16.7318,Remarks For Assurance Of Health And Safety Management System,16.5038,High Confidence,Type Of Assurance For Policy And Management Processes,10.16,0.7158,0.0,Failed Verification
Q270,Provide information on project(s) for which ongoing Rehabilitation and Resettlements is being undertaken by the company,Provide information on project(s) for which ongoing Rehabilitation and Resettlements is being undertaken by the company Sector In Which Project Is Covered,Whether Details Of Projects For Which Ongoing Rehabilitation And Resettlement Is Being Undertaken By Entity Is Assured By Assurer,30.8568,Whether Details Of Projects For Which Ongoing Rehabilitation And Resettlement Is Being Undertaken By Entity Is Assured By Assurer,30.8568,Remarks For Assurance Of Details Of Projects For Which Ongoing Rehabilitation And Resettlement Is Being Undertaken By Entity,30.0965,Assurance Sub Type For Details Of Projects For Which Ongoing Rehabilitation And Resettlement Is Being Undertaken By Entity,30.0965,Ambiguous,Whether Details Of Projects For Which Ongoing Rehabilitation And Resettlement Is Being Undertaken By Entity Is Assured By Assurer,34.5096,0.5528,0.0,Weak Match - Review
Q271,How many patents were filed and granted during the current year,How many patents were filed and granted during the current year Information Whether And How Other Features Were Incorporated Into Measurement Of Fair Value Share Options Granted,Details Of Instances As To How The Inputs Received From Stakeholders On These Topics Were Incorporated Into Policies And Activities Of The Entity Explanatory Text Block,23.3564,Details Of Instances As To How The Inputs Received From Stakeholders On These Topics Were Incorporated Into Policies And Activities Of The Entity Explanatory Text Block,23.3564,Whether Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers Is Assured By Assurer,17.7329,Number Of Complaints Filed During The Year - Otherhumanrightsrelatedissues Member,16.7864,High Confidence,Details Of Instances As To How The Inputs Received From Stakeholders On These Topics Were Incorporated Into Policies And Activities Of The Entity Explanatory Text Block,31.2633,0.6691,0.0,Weak Match - Review
Q272,Does the company have due diligence process for sourcing minerals as raw materials,Does the company have due diligence process for sourcing minerals as raw materials Raw Materials Consumed,Total Energy Consumed From Renewable Sources,23.0792,Does The Entity Have Procedures In Place For Sustainable Sourcing,26.9805,Total Energy Consumed From Renewable Sources,23.0792,Total Energy Consumed From Non Renewable Sources,22.1314,High Confidence,Total Energy Consumed From Renewable Sources,9.4026,0.7079,0.01,Failed Verification
Q273,Has the entity performed audit by DoT and maintain compliance with EMF radiation levels set by local regulations and ICNIRP,Has the entity performed audit by DoT and maintain compliance with EMF radiation levels set by local regulations and ICNIRP Cost Taxes Other Levies By Government Local Authorities,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company - Previous Year,15.5727,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company,16.5065,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company - Previous Year,15.5727,Whether Specific Commitments Goals And Targets Set By The Entity With Defined Timelines Is Assured By Assurer,14.0359,Low Confidence,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company - Previous Year,9.142,0.7465,0.002,Failed Verification
Q274,Does the organisation have Board Diversity Policy,Does the organisation have Board Diversity Policy Directors Signing Board Report Domain,Assurance Sub Type For Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,17.9954,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,22.5045,Remarks For Assurance Of Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,18.6134,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,18.4345,High Confidence,Assurance Sub Type For Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,12.0148,0.7,0.0,Failed Verification
